Scheme ID,Research Area,Eligibility Criteria,Grant Amount Range,Duration (months),Application Deadline,Number of Applications Received,Number of Applications Funded
853,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-02-13,924,131
854,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,2023-08-06,1011,39
855,Environmental Science,PhD students and postdoctoral fellows,5000-15000,12,2023-03-18,800,126
856,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,6,2023-07-10,1835,105
857,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-02-05,1984,124
858,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,12,2023-04-29,467,18
859,Physics,PhD students and postdoctoral fellows,500000-1000000,36,2023-10-02,146,75
860,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,2023-11-17,406,66
861,Computer Science,PhD students and postdoctoral fellows,5000-10000,12,2023-01-16,946,149
862,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-250000,12,2023-12-31,1977,71
863,Computer Science,PhD students and postdoctoral fellows,5000-15000,36,2023-10-17,672,140
864,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-10-18,1511,49
865,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-02-05,1929,98
866,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,6,2023-12-12,941,172
867,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-11-16,1386,9
868,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-07-29,1235,182
869,Materials Science,PhD students and postdoctoral fellows,50000-100000,36,2023-06-07,935,81
870,Computer Science,PhD students and postdoctoral fellows,100000-250000,24,2023-03-20,177,30
871,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-09-10,810,158
872,Chemical Engineering,PhD students and postdoctoral fellows,25000-50000,24,2023-08-19,482,31
873,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-12-02,1404,173
874,Physics,Researchers from developing countries,500000-1000000,6,2023-09-13,1220,143
875,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-10-04,891,95
876,Electrical Engineering,Researchers from developing countries,50000-100000,36,2023-06-10,250,104
877,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-11-01,514,122
878,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,2023-08-23,1136,142
879,Physics,Researchers from developing countries,50000-100000,12,2023-03-23,1791,57
880,Computer Science,PhD students and postdoctoral fellows,5000-15000,36,2023-12-15,530,59
881,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,2023-01-27,1761,64
882,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,2023-07-30,168,120
883,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-11-08,1968,85
884,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-10-18,1431,10
885,Medical Research,Early-career researchers with a PhD or equivalent degree,50000-100000,36,2023-01-31,187,103
886,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-06-10,898,141
887,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,12,2023-09-19,627,167
888,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-04-17,847,96
889,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-10-24,1132,6
890,Physics,Researchers from developing countries,20000-50000,12,2023-07-12,906,56
891,Environmental Science,PhD students and postdoctoral fellows,20000-50000,36,2023-10-07,856,63
892,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,24,2023-04-04,1367,103
893,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-08-26,440,84
894,Computer Science,Researchers from developing countries,25000-50000,24,2023-05-05,403,111
895,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-08-12,635,125
896,Environmental Science,PhD students and postdoctoral fellows,500000-1000000,6,2023-08-06,497,68
897,Materials Science,PhD students and postdoctoral fellows,100000-500000,12,2023-10-13,684,134
898,Physics,PhD students and postdoctoral fellows,50000-100000,24,2023-05-24,363,48
899,Physics,Researchers from developing countries,20000-50000,6,2023-02-09,313,68
900,Neuroscience,PhD students and postdoctoral fellows,5000-15000,6,2023-09-10,1787,127
901,Medical Research,Researchers from developing countries,5000-10000,12,2023-12-02,135,141
902,Neuroscience,Researchers from developing countries,100000-500000,6,2023-07-02,1173,118
903,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-02-27,316,17
904,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-500000,12,2023-01-25,1066,82
905,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-12-09,1661,166
906,Materials Science,Early-career researchers with a PhD or equivalent degree,25000-50000,36,2023-01-28,772,66
907,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,2023-10-17,1792,66
908,Neuroscience,Early-career researchers with a PhD or equivalent degree,50000-100000,36,2023-09-13,313,188
909,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,24,2023-07-01,55,28
910,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,2023-03-03,1260,96
911,Environmental Science,PhD students and postdoctoral fellows,5000-15000,36,2023-05-19,701,119
912,Environmental Science,PhD students and postdoctoral fellows,100000-500000,6,2023-12-14,412,136
913,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,6,2023-09-09,1372,43
914,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-05-10,963,25
915,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-07-02,1750,172
916,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,2023-04-09,567,157
917,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,2023-05-11,161,170
918,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-11-06,1823,117
919,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-10-21,282,180
920,Environmental Science,PhD students and postdoctoral fellows,25000-50000,36,2023-05-23,1941,15
921,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-03-31,628,51
922,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,2023-03-26,1554,173
923,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-05-05,626,69
924,Chemical Engineering,Researchers from developing countries,50000-100000,12,2023-03-19,736,44
925,Chemical Engineering,Researchers from developing countries,100000-500000,36,2023-08-19,1142,171
926,Neuroscience,Researchers from developing countries,5000-15000,24,2023-12-09,1978,101
927,Electrical Engineering,Researchers from developing countries,50000-100000,6,2023-09-18,72,159
928,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-01-01,1736,164
929,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,2023-10-07,588,73
930,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,2023-01-22,1156,80
931,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-05-10,1788,159
932,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,2023-08-15,55,21
933,Neuroscience,Researchers from developing countries,25000-50000,12,2023-07-31,153,151
934,Computer Science,Researchers from developing countries,100000-500000,36,2023-08-04,997,190
935,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-01-15,1071,43
936,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-09-17,234,70
937,Materials Science,Researchers from developing countries,50000-100000,36,2023-07-31,156,187
938,Materials Science,PhD students and postdoctoral fellows,500000-1000000,12,2023-09-23,641,159
939,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,50000-100000,36,2023-06-30,639,111
940,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-250000,36,2023-09-21,1142,180
941,Computer Science,Researchers from developing countries,25000-50000,24,2023-08-11,1230,92
942,Materials Science,Researchers from developing countries,5000-10000,24,2023-09-27,692,161
943,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,2023-04-12,802,55
944,Materials Science,PhD students and postdoctoral fellows,50000-100000,36,2023-11-21,1384,50
945,Electrical Engineering,PhD students and postdoctoral fellows,5000-10000,24,2023-10-09,1953,60
946,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-09-15,195,134
947,Medical Research,Researchers from developing countries,5000-10000,24,2023-12-29,120,74
948,Environmental Science,Researchers from developing countries,20000-50000,6,2023-10-10,486,56
949,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,2023-07-29,751,193
950,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,2023-01-11,1057,63
951,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,24,2023-11-01,1901,22
952,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,50000-100000,24,2023-12-23,259,23
953,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,24,2023-03-01,491,28
954,Materials Science,Researchers from developing countries,50000-100000,36,2023-06-30,1628,129
955,Physics,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-10-19,959,87
956,Materials Science,PhD students and postdoctoral fellows,5000-15000,6,2023-10-21,341,190
957,Materials Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-03-02,1299,93
958,Physics,PhD students and postdoctoral fellows,100000-250000,36,2023-12-15,1097,34
959,Environmental Science,Early-career researchers with a PhD or equivalent degree,20000-50000,6,2023-11-30,1124,30
960,Materials Science,Researchers from developing countries,100000-250000,6,2023-01-07,752,47
961,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-02-27,1240,102
962,Physics,PhD students and postdoctoral fellows,5000-10000,24,2023-01-17,812,142
963,Environmental Science,Researchers from developing countries,100000-500000,36,2023-01-02,1503,77
964,Neuroscience,PhD students and postdoctoral fellows,20000-50000,36,2023-07-10,591,106
965,Computer Science,Researchers from developing countries,25000-50000,12,2023-08-27,588,38
966,Neuroscience,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-11-27,1880,130
967,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,2023-09-28,1792,42
968,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,2023-01-07,1237,165
969,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-09-18,803,176
970,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,2023-08-27,1353,149
971,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-09-18,1787,151
972,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-07-04,1288,40
973,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,2023-11-11,207,5
974,Computer Science,Researchers from developing countries,500000-1000000,24,2023-09-29,850,179
975,Computer Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-06-07,1715,104
976,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,2023-12-08,1381,98
977,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,2023-10-13,594,164
978,Environmental Science,Researchers from developing countries,500000-1000000,36,2023-06-29,873,84
979,Medical Research,PhD students and postdoctoral fellows,5000-15000,24,2023-03-23,555,43
980,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-04-17,268,191
981,Neuroscience,Researchers from developing countries,500000-1000000,36,2023-05-17,816,78
982,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-08-15,300,100
983,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,2023-10-09,1948,153
984,Materials Science,Researchers from developing countries,50000-100000,36,2023-07-20,1638,163
985,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-12-15,940,86
986,Physics,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-10-19,755,187
987,Electrical Engineering,PhD students and postdoctoral fellows,5000-15000,6,2023-07-29,1521,184
988,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-03-18,207,101
989,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,2023-05-07,106,39
990,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,36,2023-09-05,427,32
991,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-05-15,1406,11
992,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,6,2023-03-01,78,55
993,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-10-03,1267,17
994,Medical Research,Researchers from developing countries,100000-500000,36,2023-04-15,1675,55
995,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-04-12,92,98
996,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,2023-12-23,1410,190
997,Environmental Science,Researchers from developing countries,100000-250000,12,2023-04-12,1943,107
998,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,2023-11-15,1590,28
999,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,2023-07-11,411,104
1000,Computer Science,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-10-31,1864,66
