scheme_id,research_area,eligible,grant_amt,duration,app_dead,no_app,no_app_fund
854,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,8/6/2023,1011,39
855,Environmental Science,PhD students and postdoctoral fellows,5000-15000,12,3/18/2023,800,126
856,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,6,7/10/2023,1835,105
857,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2/5/2023,1984,124
858,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,12,4/29/2023,467,18
859,Physics,PhD students and postdoctoral fellows,500000-1000000,36,10/2/2023,146,75
860,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,11/17/2023,406,66
861,Computer Science,PhD students and postdoctoral fellows,5000-10000,12,1/16/2023,946,149
862,Computer Science,Early-career researchers with a PhD or equivalent degree,100000-250000,12,12/31/2023,1977,71
863,Computer Science,PhD students and postdoctoral fellows,5000-15000,36,10/17/2023,672,140
864,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,10/18/2023,1511,49
865,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2/5/2023,1929,98
866,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,6,12/12/2023,941,172
867,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,11/16/2023,1386,9
868,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,7/29/2023,1235,182
869,Materials Science,PhD students and postdoctoral fellows,50000-100000,36,6/7/2023,935,81
870,Computer Science,PhD students and postdoctoral fellows,100000-250000,24,3/20/2023,177,30
871,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,9/10/2023,810,158
872,Chemical Engineering,PhD students and postdoctoral fellows,25000-50000,24,8/19/2023,482,31
873,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,12/2/2023,1404,173
874,Physics,Researchers from developing countries,500000-1000000,6,9/13/2023,1220,143
875,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,10/4/2023,891,95
876,Electrical Engineering,Researchers from developing countries,50000-100000,36,6/10/2023,250,104
877,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,11/1/2023,514,122
878,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,8/23/2023,1136,142
879,Physics,Researchers from developing countries,50000-100000,12,3/23/2023,1791,57
880,Computer Science,PhD students and postdoctoral fellows,5000-15000,36,12/15/2023,530,59
881,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,1/27/2023,1761,64
882,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,7/30/2023,168,120
883,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,11/8/2023,1968,85
884,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,10/18/2023,1431,10
885,Medical Research,Early-career researchers with a PhD or equivalent degree,50000-100000,36,1/31/2023,187,103
886,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,6/10/2023,898,141
887,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,12,9/19/2023,627,167
888,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,4/17/2023,847,96
889,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,6,10/24/2023,1132,6
890,Physics,Researchers from developing countries,20000-50000,12,7/12/2023,906,56
891,Environmental Science,PhD students and postdoctoral fellows,20000-50000,36,10/7/2023,856,63
892,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,24,4/4/2023,1367,103
893,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,8/26/2023,440,84
894,Computer Science,Researchers from developing countries,25000-50000,24,5/5/2023,403,111
895,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,8/12/2023,635,125
896,Environmental Science,PhD students and postdoctoral fellows,500000-1000000,6,8/6/2023,497,68
897,Materials Science,PhD students and postdoctoral fellows,100000-500000,12,10/13/2023,684,134
898,Physics,PhD students and postdoctoral fellows,50000-100000,24,5/24/2023,363,48
899,Physics,Researchers from developing countries,20000-50000,6,2/9/2023,313,68
900,Neuroscience,PhD students and postdoctoral fellows,5000-15000,6,9/10/2023,1787,127
901,Medical Research,Researchers from developing countries,5000-10000,12,12/2/2023,135,141
902,Neuroscience,Researchers from developing countries,100000-500000,6,7/2/2023,1173,118
903,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2/27/2023,316,17
904,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-500000,12,1/25/2023,1066,82
905,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,12/9/2023,1661,166
906,Materials Science,Early-career researchers with a PhD or equivalent degree,25000-50000,36,1/28/2023,772,66
907,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,10/17/2023,1792,66
908,Neuroscience,Early-career researchers with a PhD or equivalent degree,50000-100000,36,9/13/2023,313,188
909,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,24,7/1/2023,55,28
910,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,3/3/2023,1260,96
911,Environmental Science,PhD students and postdoctoral fellows,5000-15000,36,5/19/2023,701,119
912,Environmental Science,PhD students and postdoctoral fellows,100000-500000,6,12/14/2023,412,136
913,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,6,9/9/2023,1372,43
914,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,5/10/2023,963,25
915,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,7/2/2023,1750,172
916,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,4/9/2023,567,157
917,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,5/11/2023,161,170
918,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,11/6/2023,1823,117
919,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,12,10/21/2023,282,180
920,Environmental Science,PhD students and postdoctoral fellows,25000-50000,36,5/23/2023,1941,15
921,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,3/31/2023,628,51
922,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,3/26/2023,1554,173
923,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,5/5/2023,626,69
924,Chemical Engineering,Researchers from developing countries,50000-100000,12,3/19/2023,736,44
925,Chemical Engineering,Researchers from developing countries,100000-500000,36,8/19/2023,1142,171
926,Neuroscience,Researchers from developing countries,5000-15000,24,12/9/2023,1978,101
927,Electrical Engineering,Researchers from developing countries,50000-100000,6,9/18/2023,72,159
928,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,1/1/2023,1736,164
929,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,10/7/2023,588,73
930,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,1/22/2023,1156,80
931,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,5/10/2023,1788,159
932,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,8/15/2023,55,21
933,Neuroscience,Researchers from developing countries,25000-50000,12,7/31/2023,153,151
934,Computer Science,Researchers from developing countries,100000-500000,36,8/4/2023,997,190
935,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,1/15/2023,1071,43
936,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,9/17/2023,234,70
937,Materials Science,Researchers from developing countries,50000-100000,36,7/31/2023,156,187
938,Materials Science,PhD students and postdoctoral fellows,500000-1000000,12,9/23/2023,641,159
939,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,50000-100000,36,6/30/2023,639,111
940,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-250000,36,9/21/2023,1142,180
941,Computer Science,Researchers from developing countries,25000-50000,24,8/11/2023,1230,92
942,Materials Science,Researchers from developing countries,5000-10000,24,9/27/2023,692,161
943,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,4/12/2023,802,55
944,Materials Science,PhD students and postdoctoral fellows,50000-100000,36,11/21/2023,1384,50
945,Electrical Engineering,PhD students and postdoctoral fellows,5000-10000,24,10/9/2023,1953,60
946,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,9/15/2023,195,134
947,Medical Research,Researchers from developing countries,5000-10000,24,12/29/2023,120,74
948,Environmental Science,Researchers from developing countries,20000-50000,6,10/10/2023,486,56
949,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,7/29/2023,751,193
950,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,1/11/2023,1057,63
951,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,24,11/1/2023,1901,22
952,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,50000-100000,24,12/23/2023,259,23
953,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,24,3/1/2023,491,28
954,Materials Science,Researchers from developing countries,50000-100000,36,6/30/2023,1628,129
955,Physics,Early-career researchers with a PhD or equivalent degree,5000-15000,36,10/19/2023,959,87
956,Materials Science,PhD students and postdoctoral fellows,5000-15000,6,10/21/2023,341,190
957,Materials Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,3/2/2023,1299,93
958,Physics,PhD students and postdoctoral fellows,100000-250000,36,12/15/2023,1097,34
959,Environmental Science,Early-career researchers with a PhD or equivalent degree,20000-50000,6,11/30/2023,1124,30
960,Materials Science,Researchers from developing countries,100000-250000,6,1/7/2023,752,47
961,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2/27/2023,1240,102
962,Physics,PhD students and postdoctoral fellows,5000-10000,24,1/17/2023,812,142
963,Environmental Science,Researchers from developing countries,100000-500000,36,1/2/2023,1503,77
964,Neuroscience,PhD students and postdoctoral fellows,20000-50000,36,7/10/2023,591,106
965,Computer Science,Researchers from developing countries,25000-50000,12,8/27/2023,588,38
966,Neuroscience,Early-career researchers with a PhD or equivalent degree,50000-100000,6,11/27/2023,1880,130
967,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,9/28/2023,1792,42
968,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,1/7/2023,1237,165
969,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,9/18/2023,803,176
970,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,6,8/27/2023,1353,149
971,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,9/18/2023,1787,151
972,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,7/4/2023,1288,40
973,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,11/11/2023,207,5
974,Computer Science,Researchers from developing countries,500000-1000000,24,9/29/2023,850,179
975,Computer Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,6/7/2023,1715,104
976,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,12/8/2023,1381,98
977,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,10/13/2023,594,164
978,Environmental Science,Researchers from developing countries,500000-1000000,36,6/29/2023,873,84
979,Medical Research,PhD students and postdoctoral fellows,5000-15000,24,3/23/2023,555,43
980,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,4/17/2023,268,191
981,Neuroscience,Researchers from developing countries,500000-1000000,36,5/17/2023,816,78
982,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,8/15/2023,300,100
983,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,10/9/2023,1948,153
984,Materials Science,Researchers from developing countries,50000-100000,36,7/20/2023,1638,163
985,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,12/15/2023,940,86
986,Physics,Early-career researchers with a PhD or equivalent degree,100000-500000,36,10/19/2023,755,187
987,Electrical Engineering,PhD students and postdoctoral fellows,5000-15000,6,7/29/2023,1521,184
988,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,36,3/18/2023,207,101
989,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,5/7/2023,106,39
990,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,36,9/5/2023,427,32
991,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,5/15/2023,1406,11
992,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,6,3/1/2023,78,55
993,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,10/3/2023,1267,17
994,Medical Research,Researchers from developing countries,100000-500000,36,4/15/2023,1675,55
995,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,4/12/2023,92,98
996,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,12/23/2023,1410,190
997,Environmental Science,Researchers from developing countries,100000-250000,12,4/12/2023,1943,107
998,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,11/15/2023,1590,28
999,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,7/11/2023,411,104
1000,Computer Science,Early-career researchers with a PhD or equivalent degree,25000-50000,12,10/31/2023,1864,66
