Scheme ID,Research Area,Eligibility Criteria,Grant Amount Range,Duration (months),Application Deadline,Number of Applications Received,Number of Applications Funded
7502,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,24,2023-01-21,114,176
7503,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-12-31,332,53
7504,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-01-26,399,63
7505,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-12-10,322,74
7506,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,2023-03-01,1455,54
7507,Materials Science,Researchers from developing countries,25000-50000,6,2023-04-29,155,152
7508,Environmental Science,Researchers from developing countries,500000-1000000,12,2023-12-30,378,14
7509,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-05-22,288,18
7510,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-06-09,1093,75
7511,Physics,Researchers from developing countries,5000-15000,6,2023-01-13,754,101
7512,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,2023-10-23,1882,125
7513,Environmental Science,PhD students and postdoctoral fellows,25000-50000,24,2023-03-17,195,146
7514,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,6,2023-05-27,416,163
7515,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,2023-12-17,1096,12
7516,Computer Science,Researchers from developing countries,100000-250000,36,2023-01-27,78,97
7517,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,24,2023-05-29,1004,147
7518,Environmental Science,PhD students and postdoctoral fellows,5000-10000,12,2023-01-17,304,189
7519,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-03-16,831,147
7520,Computer Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-06-07,1303,152
7521,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-07-01,1916,105
7522,Neuroscience,Researchers from developing countries,5000-10000,24,2023-01-02,1567,160
7523,Medical Research,PhD students and postdoctoral fellows,50000-100000,24,2023-05-31,720,110
7524,Physics,PhD students and postdoctoral fellows,100000-500000,24,2023-06-19,1796,75
7525,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-02-18,1862,182
7526,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-12-25,1495,188
7527,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-01-04,1780,32
7528,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-06-30,1241,97
7529,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,12,2023-04-05,1791,18
7530,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,2023-12-20,238,23
7531,Environmental Science,Researchers from developing countries,500000-1000000,24,2023-07-10,1780,35
7532,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,2023-12-12,730,148
7533,Chemical Engineering,Researchers from developing countries,5000-15000,36,2023-12-03,1064,143
7534,Physics,Researchers from developing countries,500000-1000000,12,2023-08-27,822,6
7535,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-250000,12,2023-10-03,1288,198
7536,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,6,2023-10-13,1166,16
7537,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,36,2023-10-10,294,120
7538,Neuroscience,PhD students and postdoctoral fellows,25000-50000,24,2023-12-21,1672,103
7539,Neuroscience,PhD students and postdoctoral fellows,100000-250000,24,2023-09-23,357,32
7540,Medical Research,Researchers from developing countries,500000-1000000,24,2023-09-10,1451,82
7541,Environmental Science,Researchers from developing countries,500000-1000000,6,2023-11-20,1062,12
7542,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-04-05,398,143
7543,Materials Science,Researchers from developing countries,500000-1000000,36,2023-10-31,534,167
7544,Neuroscience,Early-career researchers with a PhD or equivalent degree,20000-50000,12,2023-09-09,1764,13
7545,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-500000,12,2023-01-14,1033,190
7546,Materials Science,PhD students and postdoctoral fellows,5000-10000,6,2023-01-13,1319,25
7547,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,12,2023-01-27,866,117
7548,Physics,Early-career researchers with a PhD or equivalent degree,500000-1000000,24,2023-08-06,84,154
7549,Physics,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,2023-01-26,762,86
7550,Computer Science,PhD students and postdoctoral fellows,100000-500000,24,2023-04-16,1961,24
7551,Physics,PhD students and postdoctoral fellows,500000-1000000,36,2023-12-11,1070,163
7552,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-11-19,1988,107
7553,Physics,Researchers from developing countries,20000-50000,24,2023-04-20,784,108
7554,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-07-28,1173,37
7555,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,2023-12-11,644,190
7556,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-04-19,436,191
7557,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,6,2023-03-02,653,7
7558,Environmental Science,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-07-16,1356,174
7559,Neuroscience,PhD students and postdoctoral fellows,500000-1000000,6,2023-12-31,435,68
7560,Chemical Engineering,PhD students and postdoctoral fellows,100000-250000,24,2023-03-18,243,120
7561,Materials Science,PhD students and postdoctoral fellows,500000-1000000,6,2023-07-29,1816,196
7562,Neuroscience,Researchers from developing countries,20000-50000,24,2023-12-23,1389,114
7563,Neuroscience,PhD students and postdoctoral fellows,100000-250000,36,2023-01-17,1274,78
7564,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-07-06,644,38
7565,Environmental Science,PhD students and postdoctoral fellows,100000-500000,36,2023-03-10,1235,188
7566,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-10-10,1961,196
7567,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,6,2023-02-15,1833,160
7568,Neuroscience,Researchers from developing countries,20000-50000,36,2023-04-21,1296,21
7569,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-12-29,1282,152
7570,Physics,PhD students and postdoctoral fellows,5000-10000,6,2023-08-07,972,138
7571,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-11-24,432,119
7572,Materials Science,Researchers from developing countries,5000-15000,24,2023-06-04,162,130
7573,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-03-10,1465,44
7574,Electrical Engineering,PhD students and postdoctoral fellows,25000-50000,24,2023-11-05,1337,73
7575,Environmental Science,PhD students and postdoctoral fellows,25000-50000,12,2023-04-16,272,169
7576,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-07-15,1351,154
7577,Medical Research,PhD students and postdoctoral fellows,5000-15000,24,2023-05-20,388,174
7578,Environmental Science,Researchers from developing countries,100000-250000,12,2023-12-29,1900,179
7579,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-09-24,1396,13
7580,Environmental Science,PhD students and postdoctoral fellows,500000-1000000,36,2023-08-09,1447,157
7581,Electrical Engineering,Researchers from developing countries,5000-15000,6,2023-05-08,410,93
7582,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,12,2023-01-31,1692,61
7583,Materials Science,Early-career researchers with a PhD or equivalent degree,100000-250000,24,2023-08-10,1586,68
7584,Electrical Engineering,Researchers from developing countries,100000-500000,24,2023-02-07,1933,116
7585,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,24,2023-12-31,1078,112
7586,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-03-31,511,187
7587,Materials Science,PhD students and postdoctoral fellows,500000-1000000,36,2023-11-22,1398,145
7588,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-12-13,174,175
7589,Physics,Early-career researchers with a PhD or equivalent degree,50000-100000,12,2023-05-13,62,168
7590,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-09-13,786,56
7591,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,24,2023-08-08,611,5
7592,Electrical Engineering,Researchers from developing countries,500000-1000000,24,2023-08-20,300,50
7593,Materials Science,PhD students and postdoctoral fellows,25000-50000,36,2023-11-16,1345,164
7594,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-12-01,88,128
7595,Medical Research,PhD students and postdoctoral fellows,25000-50000,6,2023-11-22,1357,97
7596,Computer Science,PhD students and postdoctoral fellows,25000-50000,36,2023-04-18,1709,65
7597,Electrical Engineering,Researchers from developing countries,500000-1000000,24,2023-10-27,1353,105
7598,Physics,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,2023-10-13,143,124
7599,Chemical Engineering,PhD students and postdoctoral fellows,100000-500000,24,2023-12-29,1751,157
7600,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,2023-03-15,490,176
7601,Neuroscience,Researchers from developing countries,25000-50000,24,2023-05-07,1682,134
7602,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-06-06,935,197
7603,Electrical Engineering,PhD students and postdoctoral fellows,5000-10000,36,2023-09-04,461,37
7604,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,24,2023-09-23,1197,194
7605,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,20000-50000,12,2023-09-07,932,56
7606,Neuroscience,Early-career researchers with a PhD or equivalent degree,5000-15000,24,2023-06-12,867,94
7607,Chemical Engineering,Researchers from developing countries,20000-50000,36,2023-02-18,1660,35
7608,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-04-26,1545,9
7609,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,2023-10-27,982,72
7610,Neuroscience,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-07-13,796,156
7611,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-04-19,681,171
7612,Physics,Researchers from developing countries,5000-10000,24,2023-01-16,1592,62
7613,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-11-14,1933,165
7614,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-03-29,952,156
7615,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,6,2023-07-19,566,166
7616,Computer Science,Researchers from developing countries,50000-100000,24,2023-04-18,550,105
7617,Physics,Early-career researchers with a PhD or equivalent degree,50000-100000,24,2023-04-15,973,34
7618,Environmental Science,Researchers from developing countries,5000-15000,6,2023-12-26,1391,25
7619,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-500000,12,2023-07-01,1735,123
7620,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,2023-06-12,477,107
7621,Medical Research,PhD students and postdoctoral fellows,5000-10000,6,2023-09-10,1638,44
7622,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-08-20,836,33
7623,Computer Science,PhD students and postdoctoral fellows,100000-500000,36,2023-11-10,1112,84
7624,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,36,2023-09-13,1684,109
7625,Environmental Science,Researchers from developing countries,5000-15000,24,2023-01-29,1337,134
7626,Electrical Engineering,Researchers from developing countries,5000-15000,36,2023-12-08,1171,75
7627,Materials Science,PhD students and postdoctoral fellows,50000-100000,6,2023-05-21,89,198
7628,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-04-21,730,15
7629,Medical Research,Researchers from developing countries,100000-250000,12,2023-04-02,849,95
7630,Chemical Engineering,PhD students and postdoctoral fellows,500000-1000000,12,2023-11-04,647,49
7631,Environmental Science,Early-career researchers with a PhD or equivalent degree,100000-250000,36,2023-12-17,921,152
7632,Materials Science,PhD students and postdoctoral fellows,50000-100000,24,2023-07-27,282,92
7633,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-08-01,1327,157
7634,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,100000-500000,6,2023-12-24,404,144
7635,Environmental Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,2023-03-08,1487,86
7636,Materials Science,PhD students and postdoctoral fellows,25000-50000,36,2023-12-07,1538,153
7637,Neuroscience,PhD students and postdoctoral fellows,25000-50000,12,2023-10-07,1582,155
7638,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-08-31,559,129
7639,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,12,2023-12-28,133,149
7640,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,2023-11-15,125,157
7641,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-05-28,1054,133
7642,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,2023-10-22,1886,160
7643,Chemical Engineering,PhD students and postdoctoral fellows,100000-500000,6,2023-05-04,424,150
7644,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-10000,12,2023-07-03,585,69
7645,Neuroscience,Early-career researchers with a PhD or equivalent degree,5000-15000,6,2023-03-29,669,96
7646,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-11-30,654,116
7647,Physics,PhD students and postdoctoral fellows,50000-100000,24,2023-08-08,1680,76
7648,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,20000-50000,6,2023-04-02,1242,173
7649,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-10000,36,2023-04-11,1018,43
7650,Neuroscience,PhD students and postdoctoral fellows,100000-500000,12,2023-08-18,1555,40
7651,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,24,2023-10-26,1209,116
7652,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,36,2023-09-30,312,146
7653,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-09-06,428,102
7654,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-12-18,1174,185
7655,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-11-01,474,141
7656,Computer Science,PhD students and postdoctoral fellows,25000-50000,24,2023-07-11,1388,107
7657,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-10-04,1307,181
7658,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-06-19,351,21
7659,Neuroscience,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-02-25,565,112
7660,Electrical Engineering,Researchers from developing countries,25000-50000,12,2023-12-28,622,56
7661,Materials Science,Researchers from developing countries,100000-250000,36,2023-02-25,154,13
7662,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-09-28,634,47
7663,Neuroscience,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-06-09,991,47
7664,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,36,2023-04-01,137,55
7665,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,50000-100000,12,2023-11-09,953,138
7666,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-10000,12,2023-12-21,1157,23
7667,Chemical Engineering,PhD students and postdoctoral fellows,25000-50000,12,2023-04-11,808,94
7668,Computer Science,Early-career researchers with a PhD or equivalent degree,500000-1000000,12,2023-02-28,895,66
7669,Neuroscience,PhD students and postdoctoral fellows,100000-250000,36,2023-09-08,724,150
7670,Medical Research,Researchers from developing countries,100000-250000,12,2023-03-23,1717,60
7671,Computer Science,Researchers from developing countries,100000-500000,12,2023-10-04,983,173
7672,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-10-23,959,164
7673,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-09-29,943,27
7674,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,6,2023-08-01,948,97
7675,Environmental Science,Researchers from developing countries,25000-50000,24,2023-05-30,1763,51
7676,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-09-19,1151,98
7677,Physics,Researchers from developing countries,25000-50000,36,2023-08-14,1800,39
7678,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,6,2023-04-10,1068,90
7679,Physics,Researchers from developing countries,100000-250000,36,2023-11-08,1662,102
7680,Electrical Engineering,Researchers from developing countries,5000-10000,36,2023-08-25,1297,35
7681,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-15000,36,2023-07-22,671,140
7682,Environmental Science,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-04-20,264,72
7683,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,36,2023-11-20,1635,23
7684,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-10-17,1452,120
7685,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-07-28,1835,24
7686,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,6,2023-02-27,518,160
7687,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,36,2023-01-10,508,115
7688,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-03-19,1054,23
7689,Neuroscience,PhD students and postdoctoral fellows,100000-500000,6,2023-11-20,68,88
7690,Medical Research,Early-career researchers with a PhD or equivalent degree,50000-100000,12,2023-03-24,617,8
7691,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-05-26,1772,118
7692,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,12,2023-07-09,1442,178
7693,Environmental Science,Early-career researchers with a PhD or equivalent degree,100000-250000,36,2023-11-12,670,193
7694,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-02-18,143,113
7695,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-09-29,1615,180
7696,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-12-31,220,200
7697,Medical Research,Researchers from developing countries,5000-15000,36,2023-09-06,1696,19
7698,Electrical Engineering,PhD students and postdoctoral fellows,5000-15000,6,2023-09-25,1277,49
7699,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-05-06,1839,196
7700,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-07-29,1466,121
7701,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-06-17,1607,66
7702,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-02-11,1210,116
7703,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,24,2023-03-27,486,145
7704,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,2023-10-29,265,122
7705,Neuroscience,Researchers from developing countries,100000-500000,6,2023-02-17,1227,172
7706,Computer Science,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-05-27,475,8
7707,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-03-14,643,45
7708,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-05-17,1931,50
7709,Environmental Science,PhD students and postdoctoral fellows,5000-15000,24,2023-10-26,475,157
7710,Medical Research,Researchers from developing countries,5000-10000,36,2023-12-29,503,125
7711,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,12,2023-09-06,1825,47
7712,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-03-27,702,12
7713,Neuroscience,PhD students and postdoctoral fellows,500000-1000000,12,2023-06-29,573,38
7714,Computer Science,Researchers from developing countries,500000-1000000,24,2023-03-13,213,140
7715,Physics,Early-career researchers with a PhD or equivalent degree,50000-100000,12,2023-06-14,1894,163
7716,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,36,2023-04-08,350,195
7717,Neuroscience,Early-career researchers with a PhD or equivalent degree,20000-50000,12,2023-05-04,840,124
7718,Medical Research,PhD students and postdoctoral fellows,500000-1000000,36,2023-09-14,372,197
7719,Neuroscience,Researchers from developing countries,500000-1000000,12,2023-11-18,386,28
7720,Physics,Researchers from developing countries,100000-250000,36,2023-03-12,1090,155
7721,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,12,2023-05-23,1223,74
7722,Materials Science,PhD students and postdoctoral fellows,100000-250000,36,2023-03-19,1102,192
7723,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-12-06,1442,52
7724,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-04-29,514,135
7725,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,36,2023-08-01,1430,73
7726,Computer Science,PhD students and postdoctoral fellows,5000-15000,24,2023-06-16,1522,138
7727,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,24,2023-11-18,1062,173
7728,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,2023-06-12,1494,114
7729,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-02-04,856,172
7730,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,2023-11-13,596,15
7731,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,6,2023-04-30,1726,67
7732,Electrical Engineering,PhD students and postdoctoral fellows,500000-1000000,36,2023-11-13,1473,178
7733,Environmental Science,PhD students and postdoctoral fellows,50000-100000,6,2023-04-20,321,127
7734,Medical Research,Researchers from developing countries,50000-100000,36,2023-06-29,1361,176
7735,Environmental Science,Researchers from developing countries,20000-50000,36,2023-04-29,1027,89
7736,Computer Science,PhD students and postdoctoral fellows,20000-50000,24,2023-06-20,1531,186
7737,Chemical Engineering,PhD students and postdoctoral fellows,5000-15000,24,2023-02-01,1431,178
7738,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-06-03,655,27
7739,Medical Research,PhD students and postdoctoral fellows,50000-100000,6,2023-09-12,500,85
7740,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,36,2023-12-23,666,184
7741,Physics,PhD students and postdoctoral fellows,100000-500000,12,2023-12-26,1752,138
7742,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,12,2023-03-21,924,186
7743,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,36,2023-09-04,1820,158
7744,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-05-09,752,185
7745,Environmental Science,PhD students and postdoctoral fellows,100000-500000,36,2023-02-12,78,102
7746,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,20000-50000,36,2023-06-19,1050,22
7747,Computer Science,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-01-26,1335,123
7748,Medical Research,Researchers from developing countries,100000-500000,36,2023-05-08,1712,8
7749,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-05-19,1789,81
7750,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,2023-08-18,142,25
7751,Medical Research,PhD students and postdoctoral fellows,50000-100000,36,2023-10-30,1572,116
7752,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,12,2023-07-25,641,187
7753,Materials Science,PhD students and postdoctoral fellows,500000-1000000,6,2023-06-18,446,12
7754,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,2023-04-02,185,149
7755,Neuroscience,Early-career researchers with a PhD or equivalent degree,20000-50000,24,2023-11-25,863,76
7756,Medical Research,PhD students and postdoctoral fellows,20000-50000,6,2023-05-04,524,197
7757,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,36,2023-02-24,645,45
7758,Materials Science,PhD students and postdoctoral fellows,20000-50000,6,2023-02-23,1769,157
7759,Chemical Engineering,PhD students and postdoctoral fellows,25000-50000,6,2023-01-28,576,38
7760,Electrical Engineering,Researchers from developing countries,100000-250000,6,2023-03-14,1698,114
7761,Physics,PhD students and postdoctoral fellows,20000-50000,6,2023-07-03,919,167
7762,Materials Science,PhD students and postdoctoral fellows,500000-1000000,6,2023-06-05,1378,78
7763,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-10000,24,2023-06-02,1009,132
7764,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,36,2023-05-19,1119,186
7765,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,24,2023-08-13,434,112
7766,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,36,2023-03-05,501,121
7767,Materials Science,PhD students and postdoctoral fellows,50000-100000,12,2023-10-16,925,37
7768,Materials Science,Researchers from developing countries,100000-500000,36,2023-06-11,1442,67
7769,Environmental Science,Researchers from developing countries,100000-250000,36,2023-08-04,953,73
7770,Physics,Researchers from developing countries,5000-10000,36,2023-11-01,1635,185
7771,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-03-25,623,21
7772,Environmental Science,PhD students and postdoctoral fellows,50000-100000,36,2023-06-09,1295,157
7773,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,24,2023-07-07,222,62
7774,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,2023-01-08,1491,131
7775,Computer Science,PhD students and postdoctoral fellows,5000-10000,12,2023-09-29,1874,95
7776,Chemical Engineering,PhD students and postdoctoral fellows,20000-50000,36,2023-05-30,605,170
7777,Physics,Early-career researchers with a PhD or equivalent degree,5000-15000,24,2023-08-01,282,112
7778,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,6,2023-03-08,1807,166
